product_id,order_id,category,name,description,price
33,12,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,18.98
34,13,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.79
35,13,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,19176.45
36,14,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.35
37,14,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,19.83
38,14,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,10.54
39,14,snack,Chips,Un snack croustillant pour toutes les occasions.,9.65
40,15,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.59
41,16,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,4300.69
42,16,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,12986.09
43,16,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,16386.04
44,17,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.28
45,17,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,19.1
46,17,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,14.49
47,17,snack,Chips,Un snack croustillant pour toutes les occasions.,14.36
48,18,légume,Carotte,Un légume frais pour toutes vos recettes saines.,6.26
49,18,véhicule,Train,Un véhicule performant pour tous vos besoins de transport.,12456.78
50,19,légume,Carotte,Un légume frais pour toutes vos recettes saines.,13.75
51,20,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,5369.2
52,20,légume,Carotte,Un légume frais pour toutes vos recettes saines.,3.6
53,20,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,12.99
54,20,véhicule,Fusée,Un véhicule performant pour tous vos besoins de transport.,19059.44
55,20,snack,Chips,Un snack croustillant pour toutes les occasions.,9.4
56,21,légume,Carotte,Un légume frais pour toutes vos recettes saines.,14.59
57,21,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,8773.34
58,21,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,13904.17
59,21,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,8332.11
60,21,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,17.84
61,22,légume,Carotte,Un légume frais pour toutes vos recettes saines.,10.03
62,23,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,1730.53
63,24,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.46
64,24,snack,Chips,Un snack croustillant pour toutes les occasions.,15.81
65,25,légume,Carotte,Un légume frais pour toutes vos recettes saines.,10.57
66,25,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,18.22
67,26,snack,Chips,Un snack croustillant pour toutes les occasions.,19.14
68,26,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,19650.16
69,26,légume,Carotte,Un légume frais pour toutes vos recettes saines.,8.56
70,26,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,2.9
71,26,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,6377.49
72,27,snack,Chips,Un snack croustillant pour toutes les occasions.,15.38
73,27,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,9159.27
74,27,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,16817.61
75,27,snack,Chips,Un snack croustillant pour toutes les occasions.,1.02
76,28,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,15.69
77,28,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,11.1
78,28,véhicule,Voiture,Un véhicule performant pour tous vos besoins de transport.,15310.87
79,28,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,9.33
80,29,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,8.31
81,29,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,11.41
82,29,légume,Carotte,Un légume frais pour toutes vos recettes saines.,8.05
83,29,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,4.93
84,30,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,7316.55
85,30,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,1525.04
86,30,snack,Chips,Un snack croustillant pour toutes les occasions.,11.82
87,30,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,3.2
88,30,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,17.34
89,31,snack,Chips,Un snack croustillant pour toutes les occasions.,2.92
90,32,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,19.19
91,32,véhicule,Train,Un véhicule performant pour tous vos besoins de transport.,4395.49
92,33,véhicule,Fusée,Un véhicule performant pour tous vos besoins de transport.,13392.54
93,34,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,5.59
94,34,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,19.89
95,34,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,14602.0
96,35,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,12200.37
97,35,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,19.63
98,36,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,17933.89
99,36,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,11.13
100,37,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,4604.09
101,37,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,1.86
102,37,véhicule,Fusée,Un véhicule performant pour tous vos besoins de transport.,12477.38
103,38,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.1
104,38,légume,Carotte,Un légume frais pour toutes vos recettes saines.,1.06
105,39,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,8033.81
106,39,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,15225.32
107,39,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,5.49
108,40,snack,Chips,Un snack croustillant pour toutes les occasions.,4.18
109,40,légume,Carotte,Un légume frais pour toutes vos recettes saines.,17.82
110,40,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,4332.34
111,40,légume,Carotte,Un légume frais pour toutes vos recettes saines.,16.83
112,40,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,3622.47
113,41,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,4.28
114,41,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,19283.9
115,41,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,3238.91
116,41,légume,Carotte,Un légume frais pour toutes vos recettes saines.,4.11
117,42,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.56
118,42,snack,Chips,Un snack croustillant pour toutes les occasions.,10.92
119,42,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,14.85
120,42,snack,Chips,Un snack croustillant pour toutes les occasions.,11.73
121,43,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,3098.93
122,43,snack,Chips,Un snack croustillant pour toutes les occasions.,5.22
123,44,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,12956.99
124,44,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,18039.06
125,44,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,12136.57
126,44,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,7.95
127,44,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,18.98
128,45,snack,Chips,Un snack croustillant pour toutes les occasions.,10.39
129,45,snack,Chips,Un snack croustillant pour toutes les occasions.,4.25
130,45,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,17.88
131,45,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,10965.43
132,46,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,17315.37
133,47,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,6790.18
134,47,légume,Carotte,Un légume frais pour toutes vos recettes saines.,19.46
135,47,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,9426.56
136,48,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,19.14
137,48,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,393.78
138,49,légume,Carotte,Un légume frais pour toutes vos recettes saines.,4.74
139,49,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,19994.59
140,49,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.1
141,49,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,1382.91
142,49,véhicule,Voiture,Un véhicule performant pour tous vos besoins de transport.,2857.05
143,50,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,3328.93
144,51,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,17.6
145,52,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,2155.98
146,52,véhicule,Train,Un véhicule performant pour tous vos besoins de transport.,11590.51
147,52,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,7.83
148,53,snack,Chips,Un snack croustillant pour toutes les occasions.,2.45
149,54,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,14045.74
150,54,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,8.56
151,54,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,7.63
152,55,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.85
153,55,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,3649.87
154,55,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.75
155,56,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,18.0
156,56,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,17.41
157,56,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,3847.05
158,56,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,7.44
159,57,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.72
160,57,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,5.33
161,57,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,17.52
162,57,légume,Carotte,Un légume frais pour toutes vos recettes saines.,17.88
163,58,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,10633.47
164,59,snack,Chips,Un snack croustillant pour toutes les occasions.,9.54
165,59,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,2.84
166,59,snack,Chips,Un snack croustillant pour toutes les occasions.,6.39
167,60,snack,Chips,Un snack croustillant pour toutes les occasions.,19.69
168,61,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,8.99
169,61,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,927.4
170,61,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,11.22
171,62,légume,Carotte,Un légume frais pour toutes vos recettes saines.,4.71
172,62,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,10504.63
173,62,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,19304.75
174,62,snack,Chips,Un snack croustillant pour toutes les occasions.,4.29
175,63,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,5.92
176,64,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,7051.74
177,65,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,8587.07
178,66,légume,Carotte,Un légume frais pour toutes vos recettes saines.,9.3
179,66,légume,Carotte,Un légume frais pour toutes vos recettes saines.,15.46
180,67,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,4.12
181,67,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,8.26
182,67,véhicule,Voiture,Un véhicule performant pour tous vos besoins de transport.,12563.03
183,68,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,485.59
184,68,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,14121.93
185,68,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,6.25
186,68,légume,Carotte,Un légume frais pour toutes vos recettes saines.,5.09
187,68,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.46
188,69,snack,Chips,Un snack croustillant pour toutes les occasions.,15.81
189,69,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,5.07
190,69,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,11522.3
191,69,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,14893.88
192,69,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,17636.77
193,70,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.4
194,71,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,13.55
195,71,snack,Chips,Un snack croustillant pour toutes les occasions.,12.29
196,71,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,4.65
197,72,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,9.92
198,72,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.39
199,72,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,16.12
200,73,légume,Carotte,Un légume frais pour toutes vos recettes saines.,1.8
201,73,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,17.11
202,73,snack,Chips,Un snack croustillant pour toutes les occasions.,7.68
203,73,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,13.63
204,73,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,13667.52
205,74,snack,Chips,Un snack croustillant pour toutes les occasions.,17.08
206,75,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,13354.51
207,76,légume,Carotte,Un légume frais pour toutes vos recettes saines.,10.98
208,77,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,6570.59
209,78,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,14251.33
210,78,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,15.21
211,78,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,2.98
212,78,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,3.46
213,78,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,3462.35
214,79,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,6.63
215,79,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,4894.55
216,79,véhicule,Fusée,Un véhicule performant pour tous vos besoins de transport.,6655.64
217,79,légume,Carotte,Un légume frais pour toutes vos recettes saines.,18.9
218,79,snack,Chips,Un snack croustillant pour toutes les occasions.,5.48
219,80,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,2041.27
220,80,légume,Carotte,Un légume frais pour toutes vos recettes saines.,17.94
221,80,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.97
222,80,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,5.6
223,81,légume,Carotte,Un légume frais pour toutes vos recettes saines.,11.19
224,81,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,18.58
225,81,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,8.16
226,81,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.15
227,81,snack,Chips,Un snack croustillant pour toutes les occasions.,14.82
228,82,légume,Carotte,Un légume frais pour toutes vos recettes saines.,3.26
229,82,légume,Carotte,Un légume frais pour toutes vos recettes saines.,14.94
230,83,snack,Chips,Un snack croustillant pour toutes les occasions.,17.49
231,83,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,10.18
232,83,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,5.92
233,83,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,19135.56
234,84,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,12.66
235,84,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,8.45
236,84,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,16330.85
237,85,snack,Chips,Un snack croustillant pour toutes les occasions.,9.24
238,85,véhicule,Voiture,Un véhicule performant pour tous vos besoins de transport.,14694.93
239,85,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,3.96
240,85,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,19616.44
241,85,snack,Chips,Un snack croustillant pour toutes les occasions.,15.47
242,86,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,518.34
243,86,véhicule,Avion,Un véhicule performant pour tous vos besoins de transport.,341.49
244,86,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,13.18
245,86,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,16.33
246,87,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,11.53
247,87,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,4.08
248,87,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,8988.75
249,88,snack,Chips,Un snack croustillant pour toutes les occasions.,14.07
250,88,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,16945.63
251,88,snack,Chips,Un snack croustillant pour toutes les occasions.,17.48
252,88,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,3426.09
253,88,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,5325.62
254,89,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,7.02
255,89,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,17.03
256,89,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,2.17
257,89,légume,Carotte,Un légume frais pour toutes vos recettes saines.,8.9
258,90,véhicule,Tank,Un véhicule performant pour tous vos besoins de transport.,4965.7
259,90,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,15.01
260,90,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,16350.57
261,90,snack,Chips,Un snack croustillant pour toutes les occasions.,2.74
262,90,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,9.95
263,91,armement,Lance-roquettes,Un équipement de pointe pour votre sécurité et défense.,7154.15
264,92,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,10251.08
265,93,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,13.17
266,93,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,12.99
267,93,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,10.27
268,94,snack,Chips,Un snack croustillant pour toutes les occasions.,4.86
269,95,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,17.34
270,95,snack,Chips,Un snack croustillant pour toutes les occasions.,5.4
271,95,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,13.39
272,95,snack,Chips,Un snack croustillant pour toutes les occasions.,19.81
273,95,snack,Chips,Un snack croustillant pour toutes les occasions.,5.44
274,96,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,2.18
275,96,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,3.34
276,96,véhicule,Vaisseau spatial,Un véhicule performant pour tous vos besoins de transport.,16369.28
277,97,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,16153.56
278,98,boisson,Jus d'orange,Une boisson rafraîchissante et naturelle.,16.89
279,99,armement,Canon,Un équipement de pointe pour votre sécurité et défense.,10780.72
280,99,armement,Missile,Un équipement de pointe pour votre sécurité et défense.,4076.46
281,100,snack,Chips,Un snack croustillant pour toutes les occasions.,17.48
282,100,fruit,Pomme,Un fruit croquant et juteux parfait pour les collations.,18.96
283,100,snack,Chips,Un snack croustillant pour toutes les occasions.,2.44
