id_produit,id_commande,category,nom,description,price
9,,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,111,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,137,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
9,,fruit,Orange,Un agrume juteux et rafraîchissant riche en vitamine C.,4.86
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,4,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
10,,fruit,Poire,Un fruit doux et juteux à chair tendre.,2.36
11,24,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,36,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,128,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,48,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,77,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,37,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
11,133,voiture,Ford Mustang,Une voiture sportive américaine emblématique.,25653.86
12,,voiture,Tesla Model S,Une berline électrique haut de gamme et rapide.,48821.27
12,,voiture,Tesla Model S,Une berline électrique haut de gamme et rapide.,48821.27
12,,voiture,Tesla Model S,Une berline électrique haut de gamme et rapide.,48821.27
13,38,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,65,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,13,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,144,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,60,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
13,,voiture,BMW X5,Un SUV luxueux combinant confort et performance.,29608.14
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,12,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,151,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,25,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,66,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,143,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,154,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,108,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
14,53,voiture,Audi A4,Une berline allemande élégante et fiable.,80228.93
15,8,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
15,,voiture,Toyota Corolla,Une voiture compacte pratique et économique.,14080.33
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,28,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,106,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,75,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,97,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,74,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,22,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,107,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
16,,voiture,Honda Civic,Un véhicule polyvalent apprécié pour sa durabilité.,59160.56
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,11,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,42,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,73,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
17,153,voiture,Porsche 911,Une voiture de sport légendaire avec des performances exceptionnelles.,26558.04
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
18,,voiture,Mercedes G-Class,Un SUV robuste et luxueux adapté à tous les terrains.,51806.87
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,31,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,67,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,23,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,84,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,82,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,115,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
19,,voiture,Lamborghini Huracan,Une supercar italienne avec un design audacieux.,75238.51
20,50,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,147,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
20,,voiture,Ferrari F8,Une voiture de sport italienne au moteur puissant.,97335.45
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,114,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,76,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,120,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,127,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,71,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,160,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
21,,fusée,Falcon 1,La première fusée développée par SpaceX.,132195933.81
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,166,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,35,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,136,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
22,145,fusée,Falcon 9,Une fusée réutilisable pour des missions orbitales.,92362329.66
23,33,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,124,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
23,47,fusée,Saturn V,La fusée légendaire qui a envoyé des hommes sur la Lune.,5298825.54
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,49,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,126,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,123,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,96,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,158,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,165,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
24,39,fusée,Atlas V,Une fusée fiable pour les lancements de satellites.,138064609.9
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,19,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,93,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,164,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,94,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,81,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,117,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
25,27,fusée,Delta IV,Une fusée américaine spécialisée pour des charges lourdes.,133068836.97
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,70,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,17,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,88,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,56,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,89,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,138,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,20,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
26,,fusée,Soyuz,Une fusée russe célèbre pour son utilisation prolongée.,134100628.73
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
27,,fusée,Ariane 5,Une fusée européenne pour le transport de satellites.,39026610.47
